pred,label
371,21
146,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
138,21
21,21
21,21
21,21
21,21
21,21
63,21
82,21
21,22
22,22
22,22
22,22
22,22
21,22
22,22
22,22
22,22
21,22
22,22
22,22
22,22
22,22
21,22
21,22
21,22
21,22
22,22
22,22
22,22
146,22
22,22
22,22
22,22
22,22
22,22
22,22
24,22
22,22
22,22
10,22
22,22
22,22
21,22
22,22
22,22
21,22
22,22
21,22
22,22
22,22
22,22
81,22
21,22
22,22
22,22
22,22
22,22
669,22
21,23
23,23
23,23
23,23
23,23
23,23
35,23
23,23
99,23
23,23
21,23
23,23
23,23
146,23
23,23
22,23
128,23
980,23
749,23
974,23
82,23
23,23
23,23
23,23
23,23
23,23
23,23
81,23
21,23
23,23
23,23
23,23
23,23
807,23
87,23
23,23
23,23
23,23
23,23
291,23
23,23
23,23
23,23
23,23
395,23
23,23
23,23
23,23
23,23
21,23
24,24
24,24
24,24
24,24
24,24
21,24
802,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
83,24
24,24
24,24
334,24
24,24
24,24
24,24
24,24
24,24
24,24
803,24
24,24
24,24
24,24
24,24
904,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
24,24
25,25
28,25
25,25
29,25
25,25
25,25
25,25
28,25
25,25
28,25
58,25
25,25
25,25
25,25
25,25
26,25
25,25
25,25
26,25
28,25
25,25
28,25
28,25
28,25
25,25
25,25
25,25
25,25
25,25
25,25
38,25
28,25
25,25
25,25
25,25
28,25
28,25
28,25
25,25
25,25
28,25
25,25
25,25
28,25
28,25
25,25
25,25
25,25
25,25
25,25
26,26
28,26
29,26
26,26
26,26
26,26
26,26
27,26
329,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
899,26
41,26
26,26
26,26
52,26
28,26
29,26
26,26
28,26
26,26
26,26
26,26
28,26
29,26
29,26
26,26
38,26
26,26
38,26
28,26
26,26
26,26
45,26
26,26
26,26
26,26
28,26
29,26
29,26
26,26
27,27
27,27
27,27
26,27
27,27
27,27
455,27
27,27
29,27
26,27
26,27
29,27
27,27
26,27
27,27
26,27
26,27
27,27
27,27
27,27
27,27
27,27
26,27
27,27
26,27
27,27
29,27
26,27
26,27
405,27
27,27
26,27
27,27
26,27
26,27
26,27
27,27
26,27
27,27
26,27
27,27
27,27
27,27
27,27
26,27
26,27
32,27
27,27
27,27
27,27
45,28
28,28
28,28
28,28
61,28
58,28
28,28
28,28
28,28
26,28
28,28
28,28
28,28
26,28
28,28
28,28
28,28
28,28
28,28
28,28
28,28
28,28
28,28
906,28
28,28
28,28
28,28
28,28
28,28
35,28
28,28
32,28
28,28
28,28
28,28
28,28
773,28
28,28
28,28
32,28
29,28
28,28
28,28
28,28
26,28
28,28
28,28
28,28
28,28
26,28
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
126,29
29,29
103,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
29,29
691,29
29,29
29,29
712,29
778,29
29,29
29,29
29,29
29,29
29,29
30,30
30,30
29,30
131,30
30,30
32,30
58,30
32,30
30,30
30,30
32,30
30,30
58,30
29,30
43,30
30,30
30,30
32,30
6,30
30,30
103,30
30,30
30,30
32,30
30,30
120,30
30,30
30,30
936,30
32,30
32,30
32,30
32,30
32,30
30,30
30,30
30,30
47,30
30,30
32,30
32,30
32,30
32,30
30,30
32,30
580,30
30,30
32,30
30,30
30,30
31,31
31,31
31,31
31,31
31,31
47,31
32,31
32,31
32,31
32,31
31,31
32,31
31,31
31,31
31,31
31,31
31,31
32,31
43,31
591,31
31,31
31,31
47,31
47,31
47,31
31,31
31,31
40,31
31,31
38,31
31,31
31,31
31,31
32,31
32,31
47,31
31,31
31,31
31,31
31,31
31,31
31,31
31,31
31,31
31,31
952,31
31,31
320,31
32,31
31,31
26,32
26,32
30,32
31,32
32,32
78,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
26,32
944,32
32,32
32,32
32,32
26,32
32,32
32,32
29,32
32,32
32,32
32,32
32,32
32,32
32,32
40,32
32,32
125,32
138,32
32,32
32,32
32,32
32,32
49,32
43,32
32,32
32,32
71,32
944,32
32,32
26,32
26,32
5,32
995,32
33,33
33,33
5,33
33,33
33,33
34,33
33,33
33,33
5,33
149,33
33,33
33,33
33,33
33,33
33,33
33,33
33,33
33,33
6,33
33,33
149,33
34,33
33,33
33,33
33,33
33,33
33,33
6,33
34,33
33,33
33,33
33,33
33,33
33,33
33,33
973,33
33,33
33,33
33,33
6,33
296,33
36,33
360,33
33,33
33,33
33,33
33,33
33,33
712,33
33,33
5,34
34,34
34,34
34,34
34,34
107,34
34,34
34,34
34,34
34,34
842,34
34,34
34,34
149,34
5,34
34,34
34,34
109,34
5,34
6,34
125,34
34,34
34,34
6,34
34,34
49,34
33,34
34,34
974,34
34,34
977,34
34,34
34,34
50,34
34,34
126,34
34,34
34,34
868,34
36,34
34,34
34,34
34,34
34,34
978,34
980,34
36,34
980,34
34,34
34,34
5,35
35,35
35,35
37,35
35,35
35,35
36,35
36,35
35,35
36,35
35,35
36,35
34,35
37,35
35,35
29,35
35,35
33,35
35,35
37,35
35,35
37,35
26,35
35,35
35,35
35,35
35,35
36,35
137,35
279,35
35,35
35,35
35,35
35,35
35,35
33,35
36,35
35,35
119,35
36,35
35,35
36,35
35,35
34,35
32,35
69,35
35,35
35,35
35,35
35,35
35,36
36,36
37,36
37,36
36,36
126,36
36,36
35,36
37,36
36,36
35,36
37,36
36,36
32,36
769,36
36,36
36,36
35,36
36,36
748,36
36,36
35,36
36,36
35,36
29,36
29,36
37,36
35,36
35,36
36,36
36,36
36,36
35,36
35,36
36,36
972,36
36,36
36,36
36,36
35,36
35,36
35,36
36,36
36,36
36,36
36,36
36,36
36,36
35,36
36,36
37,37
37,37
37,37
37,37
36,37
36,37
37,37
36,37
728,37
35,37
37,37
37,37
35,37
35,37
36,37
37,37
37,37
37,37
37,37
37,37
36,37
36,37
36,37
36,37
35,37
37,37
35,37
37,37
37,37
35,37
36,37
37,37
36,37
343,37
37,37
35,37
37,37
37,37
37,37
35,37
35,37
36,37
36,37
37,37
37,37
35,37
37,37
36,37
36,37
37,37
38,38
38,38
38,38
38,38
38,38
38,38
47,38
38,38
38,38
38,38
38,38
45,38
38,38
38,38
38,38
363,38
38,38
33,38
397,38
38,38
38,38
38,38
38,38
38,38
5,38
38,38
38,38
45,38
38,38
38,38
38,38
38,38
38,38
32,38
38,38
38,38
38,38
38,38
38,38
38,38
38,38
52,38
38,38
32,38
38,38
38,38
38,38
792,38
38,38
38,38
39,39
39,39
39,39
39,39
39,39
39,39
47,39
39,39
921,39
39,39
39,39
39,39
39,39
39,39
39,39
101,39
39,39
39,39
39,39
39,39
39,39
39,39
39,39
39,39
516,39
39,39
39,39
39,39
39,39
119,39
39,39
39,39
39,39
39,39
39,39
39,39
39,39
39,39
39,39
47,39
48,39
47,39
29,39
39,39
39,39
39,39
39,39
47,39
39,39
48,39
46,40
40,40
40,40
40,40
43,40
40,40
29,40
40,40
40,40
40,40
40,40
26,40
40,40
40,40
46,40
40,40
46,40
669,40
40,40
40,40
40,40
47,40
40,40
46,40
47,40
43,40
944,40
40,40
40,40
40,40
313,40
40,40
36,40
47,40
40,40
40,40
40,40
1,40
315,40
46,40
313,40
40,40
44,40
29,40
40,40
47,40
40,40
40,40
40,40
40,40
41,41
41,41
41,41
41,41
41,41
41,41
972,41
41,41
49,41
41,41
41,41
41,41
41,41
41,41
41,41
5,41
41,41
41,41
41,41
41,41
41,41
29,41
41,41
6,41
41,41
41,41
870,41
41,41
41,41
41,41
41,41
41,41
6,41
41,41
41,41
48,41
41,41
41,41
41,41
68,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
146,42
43,42
335,42
42,42
42,42
41,42
42,42
42,42
38,42
42,42
42,42
42,42
43,42
41,42
43,42
40,42
42,42
42,42
43,42
42,42
42,42
58,42
42,42
34,42
41,42
38,42
42,42
42,42
26,42
42,42
41,42
93,42
43,42
42,42
42,42
42,42
41,42
315,42
66,42
42,42
43,42
39,42
0,42
335,42
42,42
42,42
47,42
42,42
42,42
42,42
6,43
739,43
91,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
29,43
43,43
43,43
42,43
43,43
43,43
43,43
43,43
38,43
42,43
43,43
43,43
43,43
99,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
660,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
34,43
44,44
44,44
44,44
44,44
419,44
44,44
35,44
44,44
44,44
66,44
26,44
40,44
41,44
44,44
41,44
41,44
44,44
44,44
63,44
47,44
44,44
389,44
44,44
44,44
44,44
44,44
26,44
38,44
44,44
43,44
26,44
46,44
64,44
35,44
65,44
435,44
539,44
3,44
52,44
44,44
44,44
739,44
49,44
363,44
41,44
67,44
44,44
41,44
44,44
44,44
45,45
34,45
48,45
738,45
48,45
45,45
395,45
390,45
45,45
643,45
45,45
45,45
45,45
45,45
601,45
63,45
45,45
45,45
45,45
45,45
45,45
45,45
138,45
79,45
45,45
45,45
45,45
45,45
45,45
38,45
38,45
45,45
48,45
45,45
38,45
45,45
45,45
363,45
45,45
69,45
34,45
45,45
45,45
45,45
45,45
45,45
363,45
45,45
45,45
45,45
40,46
39,46
46,46
38,46
46,46
41,46
38,46
40,46
40,46
47,46
40,46
47,46
44,46
47,46
40,46
378,46
40,46
48,46
40,46
47,46
47,46
42,46
46,46
39,46
315,46
317,46
39,46
46,46
47,46
39,46
40,46
40,46
390,46
40,46
936,46
46,46
44,46
46,46
46,46
26,46
47,46
40,46
40,46
40,46
40,46
46,46
40,46
46,46
47,46
41,46
38,47
47,47
47,47
63,47
47,47
47,47
47,47
47,47
47,47
47,47
26,47
47,47
47,47
47,47
47,47
47,47
955,47
47,47
47,47
101,47
47,47
47,47
47,47
47,47
48,47
32,47
47,47
126,47
47,47
66,47
47,47
43,47
47,47
42,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
47,47
149,48
48,48
29,48
48,48
48,48
48,48
48,48
48,48
39,48
48,48
48,48
48,48
385,48
48,48
390,48
48,48
397,48
48,48
738,48
48,48
48,48
49,48
29,48
669,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
48,48
35,48
48,48
344,48
43,48
48,48
48,48
48,48
149,48
48,48
48,48
48,48
48,48
49,49
49,49
49,49
49,49
49,49
975,49
128,49
49,49
351,49
34,49
50,49
48,49
49,49
49,49
974,49
49,49
601,49
49,49
32,49
69,49
395,49
49,49
49,49
49,49
50,49
49,49
49,49
49,49
49,49
280,49
975,49
50,49
980,49
49,49
48,49
49,49
459,49
101,49
49,49
49,49
50,49
824,49
974,49
980,49
49,49
26,49
58,49
978,49
980,49
49,49
50,50
50,50
975,50
36,50
49,50
50,50
50,50
29,50
50,50
147,50
974,50
38,50
50,50
44,50
50,50
49,50
49,50
49,50
49,50
38,50
50,50
50,50
50,50
44,50
50,50
49,50
107,50
43,50
50,50
50,50
26,50
36,50
101,50
49,50
363,50
35,50
49,50
296,50
50,50
35,50
669,50
49,50
147,50
147,50
50,50
974,50
831,50
50,50
50,50
50,50
51,51
51,51
51,51
51,51
51,51
51,51
51,51
51,51
51,51
51,51
51,51
354,51
51,51
975,51
51,51
51,51
51,51
691,51
51,51
51,51
51,51
51,51
51,51
51,51
386,51
51,51
51,51
51,51
29,51
51,51
51,51
51,51
51,51
51,51
51,51
149,51
51,51
66,51
51,51
343,51
51,51
51,51
593,51
51,51
51,51
51,51
51,51
51,51
51,51
51,51
52,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
44,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
52,52
44,52
52,52
52,52
52,52
111,52
52,52
52,52
52,52
52,52
52,52
52,52
111,52
26,52
52,52
126,52
52,52
52,52
60,52
52,52
52,52
52,52
52,52
307,52
52,52
58,52
52,52
52,52
739,52
68,52
53,53
52,53
53,53
518,53
53,53
53,53
53,53
53,53
63,53
53,53
52,53
529,53
53,53
52,53
53,53
53,53
52,53
52,53
53,53
65,53
53,53
53,53
36,53
48,53
53,53
53,53
53,53
53,53
53,53
53,53
53,53
58,53
53,53
52,53
53,53
53,53
58,53
54,53
53,53
58,53
53,53
58,53
53,53
447,53
29,53
52,53
53,53
696,53
58,53
53,53
57,54
63,54
54,54
57,54
54,54
38,54
54,54
56,54
68,54
54,54
60,54
66,54
62,54
67,54
60,54
52,54
62,54
66,54
58,54
54,54
57,54
66,54
54,54
60,54
67,54
54,54
124,54
68,54
66,54
58,54
66,54
66,54
68,54
62,54
54,54
61,54
63,54
68,54
348,54
52,54
54,54
68,54
68,54
38,54
63,54
54,54
68,54
58,54
34,54
54,54
64,55
64,55
64,55
55,55
59,55
64,55
64,55
59,55
64,55
64,55
64,55
936,55
64,55
64,55
680,55
59,55
59,55
64,55
64,55
64,55
64,55
64,55
55,55
62,55
59,55
64,55
64,55
64,55
64,55
64,55
64,55
59,55
945,55
783,55
64,55
59,55
47,55
47,55
64,55
64,55
315,55
55,55
64,55
59,55
55,55
64,55
691,55
64,55
64,55
55,55
56,56
56,56
65,56
56,56
56,56
389,56
56,56
56,56
56,56
62,56
62,56
65,56
56,56
26,56
65,56
56,56
56,56
63,56
62,56
56,56
60,56
68,56
56,56
63,56
60,56
56,56
56,56
56,56
56,56
56,56
56,56
56,56
56,56
56,56
56,56
65,56
56,56
68,56
38,56
56,56
62,56
63,56
56,56
56,56
56,56
56,56
56,56
56,56
61,56
56,56
58,57
68,57
57,57
68,57
57,57
57,57
62,57
57,57
313,57
52,57
62,57
57,57
57,57
57,57
57,57
57,57
62,57
52,57
57,57
57,57
57,57
62,57
57,57
57,57
26,57
58,57
57,57
57,57
57,57
58,57
52,57
60,57
57,57
57,57
57,57
41,57
57,57
49,57
63,57
57,57
57,57
62,57
52,57
57,57
57,57
52,57
62,57
63,57
57,57
57,57
390,58
62,58
58,58
47,58
58,58
488,58
63,58
58,58
63,58
952,58
63,58
58,58
58,58
58,58
58,58
394,58
978,58
58,58
63,58
58,58
66,58
58,58
58,58
58,58
395,58
58,58
58,58
64,58
623,58
979,58
58,58
58,58
297,58
58,58
58,58
58,58
58,58
58,58
390,58
68,58
68,58
363,58
58,58
63,58
58,58
58,58
58,58
395,58
58,58
35,58
669,59
59,59
47,59
59,59
59,59
47,59
669,59
395,59
59,59
59,59
59,59
58,59
59,59
64,59
59,59
59,59
59,59
58,59
916,59
59,59
988,59
111,59
59,59
59,59
59,59
59,59
64,59
32,59
40,59
59,59
59,59
111,59
59,59
59,59
59,59
315,59
111,59
61,59
59,59
64,59
59,59
59,59
31,59
65,59
95,59
390,59
59,59
59,59
64,59
435,59
68,60
62,60
68,60
66,60
62,60
58,60
63,60
43,60
60,60
62,60
63,60
60,60
48,60
63,60
830,60
287,60
406,60
60,60
62,60
66,60
66,60
64,60
68,60
29,60
67,60
38,60
53,60
52,60
63,60
876,60
68,60
62,60
65,60
60,60
56,60
60,60
988,60
68,60
68,60
63,60
52,60
363,60
68,60
62,60
52,60
54,60
66,60
61,60
66,60
60,60
61,61
61,61
62,61
61,61
61,61
62,61
62,61
62,61
61,61
62,61
61,61
61,61
61,61
61,61
61,61
62,61
669,61
61,61
61,61
62,61
61,61
61,61
998,61
61,61
61,61
61,61
55,61
61,61
61,61
61,61
61,61
689,61
61,61
62,61
61,61
59,61
61,61
61,61
62,61
61,61
61,61
750,61
61,61
62,61
61,61
48,61
52,61
62,61
61,61
62,61
62,62
63,62
62,62
62,62
62,62
58,62
66,62
62,62
556,62
62,62
36,62
62,62
62,62
62,62
62,62
62,62
419,62
749,62
68,62
38,62
62,62
62,62
68,62
62,62
62,62
62,62
62,62
62,62
61,62
62,62
979,62
62,62
62,62
62,62
60,62
60,62
65,62
691,62
67,62
62,62
48,62
60,62
62,62
62,62
63,62
67,62
62,62
62,62
34,62
61,62
63,63
80,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
999,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
111,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
63,63
52,63
63,63
64,64
64,64
64,64
55,64
64,64
64,64
64,64
64,64
378,64
64,64
64,64
64,64
64,64
64,64
671,64
58,64
64,64
64,64
64,64
63,64
64,64
64,64
64,64
64,64
64,64
59,64
738,64
64,64
64,64
669,64
64,64
64,64
64,64
64,64
63,64
64,64
64,64
64,64
64,64
64,64
63,64
64,64
59,64
64,64
64,64
64,64
59,64
64,64
64,64
35,64
65,65
65,65
65,65
65,65
60,65
65,65
65,65
65,65
65,65
110,65
65,65
53,65
6,65
65,65
65,65
749,65
783,65
65,65
58,65
65,65
65,65
5,65
65,65
65,65
65,65
65,65
57,65
126,65
65,65
119,65
65,65
65,65
65,65
65,65
68,65
58,65
65,65
65,65
62,65
65,65
58,65
65,65
79,65
65,65
53,65
58,65
65,65
65,65
65,65
65,65
29,66
66,66
66,66
66,66
68,66
45,66
66,66
68,66
66,66
66,66
500,66
63,66
66,66
66,66
68,66
66,66
68,66
66,66
34,66
68,66
222,66
66,66
34,66
68,66
66,66
842,66
66,66
66,66
66,66
66,66
66,66
66,66
66,66
43,66
500,66
66,66
66,66
66,66
66,66
68,66
68,66
66,66
66,66
68,66
66,66
66,66
66,66
66,66
38,66
69,66
68,67
67,67
67,67
67,67
63,67
102,67
63,67
67,67
67,67
67,67
492,67
68,67
67,67
58,67
67,67
67,67
68,67
67,67
65,67
66,67
68,67
66,67
469,67
634,67
68,67
68,67
66,67
669,67
67,67
67,67
67,67
65,67
68,67
842,67
67,67
279,67
67,67
60,67
67,67
63,67
68,67
69,67
68,67
63,67
62,67
67,67
20,67
67,67
67,67
68,67
111,68
68,68
66,68
395,68
68,68
66,68
66,68
66,68
66,68
66,68
66,68
66,68
66,68
66,68
66,68
66,68
66,68
68,68
66,68
68,68
68,68
66,68
66,68
66,68
68,68
63,68
117,68
66,68
68,68
66,68
68,68
34,68
66,68
68,68
549,68
66,68
977,68
68,68
66,68
38,68
66,68
328,68
67,68
66,68
419,68
66,68
68,68
974,68
66,68
66,68
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
885,69
69,69
69,69
69,69
69,69
69,69
69,69
500,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
461,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
71,69
728,69
